texto_sesgado,texto_corregido,tipo_sesgo,explicacion,label_id,texto_seschado,texto_sesgrado,texto_sesjado
Abogado laboral para asesoría a empresas. El aspirante deberá interpretar convenios colectivos.,Profesional del derecho especializado en legislación laboral para asesoría a empresas. La persona seleccionada deberá interpretar convenios colectivos.,sesgo_genero_masculino,Se evita 'abogado' usando 'profesional del derecho' y 'persona seleccionada' para neutralizar el género manteniendo la especialidad requerida.,0,,,
Se busca vendedor para cuentas clave; el candidato deberá cerrar acuerdos y gestionar la cartera de clientes.,Se busca profesional de ventas para cuentas clave; la persona seleccionada deberá cerrar acuerdos y gestionar la cartera de clientes.,sesgo_genero_masculino,"Se cambió 'vendedor' por 'profesional de ventas' para lenguaje inclusivo, conservando responsabilidades comerciales.",0,,,
Necesitamos un médico general para guardias nocturnas. El candidato debe estar titulado y colegiado.,Necesitamos profesional médico general para guardias nocturnas. La persona seleccionada debe estar titulada y colegiada.,sesgo_genero_masculino,"Se reemplazó 'médico' por 'profesional médico' para evitar el masculino genérico, preservando el requisito de titulación y colegiación.",0,,,
Se busca albañil con experiencia en reformas y capacidad para leer planos. El candidato trabajará en obra.,Se busca persona operaria especializada en albañilería con experiencia en reformas y capacidad para leer planos. La persona trabajará en obra.,sesgo_genero_masculino,"Se neutralizó 'albañil' a 'persona operaria especializada en albañilería' para lenguaje inclusivo, manteniendo las tareas técnicas.",0,,,
Se necesita secretario con manejo de agendas y atención presencial.,Se necesita asistente administrativo/a con manejo de agendas y atención presencial.,sesgo_genero_masculino,Se reemplaza 'secretario' por 'asistente administrativo/a' para visibilizar ambos géneros y mantener las responsabilidades del puesto.,0,,,
Solicitamos un administrador de oficina que gestione agendas y facturación. El candidato debe dominar Excel.,Solicitamos profesional de administración de oficina que gestione agendas y facturación. La persona seleccionada debe dominar Excel.,sesgo_genero_masculino,Se cambió 'administrador' por 'profesional de administración' para evitar el masculino genérico y mantener la competencia técnica.,0,,,
Buscamos chofer con licencia tipo C para reparto urbano; el candidato debe tener experiencia en rutas locales.,Buscamos persona conductora con licencia de clase C para reparto urbano; la persona seleccionada debe tener experiencia en rutas locales.,sesgo_genero_masculino,"Se reemplazó 'chofer' por 'persona conductora' para evitar el uso del masculino genérico, manteniendo el requisito de licencia y experiencia.",0,,,
Se necesita profesor de primaria con vocación y experiencia. El candidato deberá preparar planes de aula.,Se necesita docente de primaria con vocación y experiencia. La persona seleccionada deberá preparar planes de aula.,sesgo_genero_masculino,"Se cambió 'profesor' por 'docente' para un lenguaje más inclusivo, conservando las responsabilidades pedagógicas.",0,,,
Se busca operario de máquina CNC con 2 años de experiencia en producción industrial. El candidato deberá supervisar calidad.,Se busca persona operaria de máquina CNC con 2 años de experiencia en producción industrial. La persona seleccionada deberá supervisar calidad.,sesgo_genero_masculino,"Se neutralizó 'operario' a 'persona operaria' para evitar el masculino genérico, manteniendo los requisitos técnicos de la máquina.",0,,,
Buscamos comunicador con experiencia en redes sociales y campañas SEM. El candidato gestionará contenidos y métricas.,Buscamos profesional de comunicación con experiencia en redes sociales y campañas SEM. La persona seleccionada gestionará contenidos y métricas.,sesgo_genero_masculino,"Se reemplazó 'comunicador' por 'profesional de comunicación' para lenguaje inclusivo, sin alterar las responsabilidades técnicas.",0,,,
Buscamos un desarrollador backend senior. El candidato debe tener 5 años de experiencia en Node.js y microservicios.,Buscamos profesional de desarrollo backend senior. La persona seleccionada debe tener 5 años de experiencia en Node.js y microservicios.,sesgo_genero_masculino,Se sustituyó 'desarrollador' y 'candidato' por términos neutrales que conservan el requisito técnico (5 años en Node.js y microservicios).,0,,,
Se necesita enfermero para turnos rotativos y cuidado de pacientes postoperatorios.,Se necesita personal de enfermería para turnos rotativos y cuidado de pacientes postoperatorios.,sesgo_genero_masculino,"Se cambió 'enfermero' por 'personal de enfermería', preservando las funciones clínicas y el requisito de turnos.",0,,,
Se necesita contable para llevar la contabilidad. El candidato debe manejar SAP.,Se necesita profesional contable para llevar la contabilidad. La persona seleccionada debe manejar SAP.,sesgo_genero_masculino,Se añadió 'profesional' y se reemplazó 'el candidato' por 'la persona seleccionada' para evitar el masculino genérico sin cambiar los requisitos.,0,,,
"Necesitamos profesor de matemáticas para secundaria, disponible para clases presenciales.","Necesitamos docente de matemáticas para secundaria, disponible para clases presenciales.",sesgo_genero_masculino,"Se cambió 'profesor' por 'docente', un término neutral que mantiene el requisito pedagógico.",0,,,
Se requiere community manager que aumente el engagement. El candidato debe tener experiencia en redes.,Se requiere persona responsable de redes sociales que aumente el engagement. La persona solicitada debe tener experiencia en redes.,sesgo_genero_masculino,Se reemplazaron 'community manager' y 'candidato' por formulaciones neutrales que conservan las responsabilidades técnicas.,0,,,
Se busca albañil con experiencia en estructuras y conocimiento de lectura de planos.,Se busca persona especializada en albañilería con experiencia en estructuras y conocimiento de lectura de planos.,sesgo_genero_masculino,Se reemplazó 'albañil' por 'persona especializada en albañilería' para evitar el uso del masculino genérico.,0,,,
"Se necesita administrativo para gestionar facturas, pagos y archivo documental.","Se necesita persona encargada de administración para gestionar facturas, pagos y archivo documental.",sesgo_genero_masculino,Se utilizó 'persona encargada de administración' en lugar de 'administrativo' para neutralizar el género sin cambiar tareas solicitadas.,0,,,
Profesor de matemáticas para colegio privado. El candidato debe preparar clases y evaluar alumnos.,Docente de matemáticas para colegio privado. La persona seleccionada debe preparar clases y evaluar al alumnado.,sesgo_genero_masculino,Se cambió 'profesor' por 'docente' y 'alumnos' por 'alumnado' para usar lenguaje inclusivo manteniendo responsabilidades.,0,,,
Analista financiero con manejo avanzado de Excel. Buscamos un analista que realice proyecciones y reportes.,Analista del área financiera con manejo avanzado de Excel. La persona seleccionada realizará proyecciones y reportes.,sesgo_genero_masculino,Se evitó el masculino genérico al usar 'analista del área financiera' y 'persona seleccionada' conservando requisitos técnicos.,0,,,
Se busca community manager. El candidato será responsable de la estrategia en redes sociales.,Se busca profesional de community management. La persona seleccionada será responsable de la estrategia en redes sociales.,sesgo_genero_masculino,Se reemplazó 'candidato' por 'persona seleccionada' y 'community manager' por 'profesional de community management' para neutralizar el lenguaje.,0,,,
Se necesita chofer con licencia B para reparto local; el candidato debe conocer la ciudad.,Se necesita persona conductora con licencia B para reparto local; la persona seleccionada debe conocer la ciudad.,sesgo_genero_masculino,Se sustituyó 'chofer' por 'persona conductora' y 'candidato' por 'persona seleccionada' para evitar el masculino genérico.,0,,,
Buscamos abogado corporativo para empresa multinacional con experiencia en contratos internacionales.,Buscamos profesional del área legal para empresa multinacional con experiencia en contratos internacionales.,sesgo_genero_masculino,Se cambió 'abogado' por 'profesional del área legal' para emplear un término neutral que mantiene el requisito de experiencia.,0,,,
Buscamos un desarrollador backend con 5 años de experiencia en Java y microservicios.,Buscamos profesional de desarrollo backend con 5 años de experiencia en Java y microservicios.,sesgo_genero_masculino,Se evita el masculino genérico 'un desarrollador' reemplazándolo por un término neutral que incluye a todas las identidades de género.,0,,,
Necesitamos un comercial con habilidades para cerrar ventas y alta orientación a objetivos.,Necesitamos profesional de ventas con habilidades para cerrar negocios y alta orientación a objetivos.,sesgo_genero_masculino,Se sustituyó 'comercial' por 'profesional de ventas' para evitar el uso del masculino genérico manteniendo las competencias requeridas.,0,,,
Se requiere teleoperador para atención al cliente con disponibilidad nocturna. El teleoperador debe tener buena dicción.,Se requiere personal de atención telefónica para atención al cliente con disponibilidad nocturna. La persona debe tener buena dicción.,sesgo_genero_masculino,Se sustituyó 'teleoperador' por 'personal de atención telefónica' y se neutralizó el sujeto evitando el masculino.,0,,,
Se busca mecánico automotriz con experiencia en motores diésel. El mecánico realizará diagnósticos y reparaciones.,Se busca técnico/a en mecánica automotriz con experiencia en motores diésel. La persona realizará diagnósticos y reparaciones.,sesgo_genero_masculino,Se optó por 'técnico/a' y 'la persona' para evitar el masculino genérico manteniendo la especificidad técnica.,0,,,
Necesitamos camionero con licencia C y experiencia en rutas nacionales.,Necesitamos conductor profesional con licencia C y experiencia en rutas nacionales.,sesgo_genero_masculino,"Se cambió 'camionero' por 'conductor profesional', neutralizando el género sin modificar los requisitos de licencia y experiencia.",0,,,
Se busca auditor junior. El candidato debe manejar Excel avanzado y conocimiento de normas IFRS.,Se busca profesional de auditoría junior. La persona seleccionada debe manejar Excel avanzado y tener conocimiento de normas IFRS.,sesgo_genero_masculino,"Se sustituyó 'auditor' y 'candidato' por términos neutrales, conservando los requisitos técnicos (Excel e IFRS).",0,,,
Buscamos un desarrollador experto. El candidato debe dominar Java y AWS.,Buscamos profesional de desarrollo experto. La persona seleccionada debe dominar Java y AWS.,sesgo_genero_masculino,Se reemplazaron 'desarrollador' y 'candidato' por términos neutros para evitar el masculino genérico.,0,,,
Se requiere vendedor con alta orientación a resultados y experiencia en cierres.,Se requiere profesional de ventas con alta orientación a resultados y experiencia en cierres.,sesgo_genero_masculino,Se sustituyó 'vendedor' por 'profesional de ventas' para neutralizar el género.,0,,,
Contratamos enfermero para turno nocturno; el candidato debe tener experiencia en UCI.,Contratamos profesional de enfermería para turno nocturno; la persona seleccionada debe tener experiencia en UCI.,sesgo_genero_masculino,Se sustituyó 'enfermero' por 'profesional de enfermería' para neutralizar el género y conservar la experiencia requerida.,0,,,
Buscamos contador para cierre mensual y manejo de impuestos.,Buscamos profesional contable para cierre mensual y manejo de impuestos.,sesgo_genero_masculino,Se sustituyó 'contador' (masculino) por 'profesional contable' para neutralizar el lenguaje sin afectar las tareas requeridas.,0,,,
Se requiere vendedor con cartera de clientes y experiencia en cierre de ventas puerta a puerta.,Se requiere persona responsable de ventas con cartera de clientes y experiencia en cierre de ventas puerta a puerta.,sesgo_genero_masculino,"Se evitó el término masculino 'vendedor' usando 'persona responsable de ventas', manteniendo la descripción del puesto.",0,,,
Necesitamos chofer para reparto urbano con licencia B.,Necesitamos persona conductora para reparto urbano con licencia B.,sesgo_genero_masculino,"Se reemplaza 'chofer' (forma masculina común) por 'persona conductora', una formulación neutral que mantiene la exigencia de la licencia.",0,,,
Se necesita chofer para reparto con licencia vigente y experiencia en rutas urbanas.,Se necesita persona conductora para reparto con licencia vigente y experiencia en rutas urbanas.,sesgo_genero_masculino,Se cambió 'chofer' por 'persona conductora' para evitar el masculino genérico y mantener el requisito de licencia.,0,,,
Se busca operario para línea de producción con experiencia en envasado y manejo de máquina automática.,Se busca persona para la línea de producción con experiencia en envasado y manejo de máquina automática.,sesgo_genero_masculino,Se sustituyó 'operario' (masculino) por 'persona para la línea de producción' para usar lenguaje inclusivo sin alterar las funciones.,0,,,
Buscamos un desarrollador backend senior. El candidato debe tener 5 años de experiencia en Python y microservicios.,Buscamos profesional de desarrollo backend senior. La persona seleccionada debe tener 5 años de experiencia en Python y microservicios.,sesgo_genero_masculino,Se reemplaza el masculino genérico por un sustantivo neutro y 'persona seleccionada' para incluir a todos los géneros sin alterar los requisitos técnicos.,0,,,
Buscamos secretario para atención de directivos y gestión de agenda.,"Buscamos persona auxiliar administrativa para la dirección, con gestión de agenda y atención a directivos.",sesgo_genero_masculino,Se reemplazó 'secretario' por 'persona auxiliar administrativa' y se usó 'dirección' para evitar el masculino genérico.,0,,,
Se necesita creativo para desarrollar la campaña digital y producir contenidos multimedia.,Se necesita profesional de marketing con perfil creativo para desarrollar la campaña digital y producir contenidos multimedia.,sesgo_genero_masculino,"Se cambió 'creativo' por 'profesional de marketing con perfil creativo', manteniendo las tareas técnicas.",0,,,
Se busca profesor de secundaria para impartir matemáticas a grupos de 3º ESO.,Se busca docente de secundaria para impartir matemáticas a grupos de 3º ESO.,sesgo_genero_masculino,"Se sustituyó 'profesor' por 'docente', término inclusivo que conserva la asignación y el nivel educativo.",0,,,
Se solicita camarero con buena presencia y don de gentes para restaurante de alta gama.,Se solicita personal de sala con buena presencia y don de gentes para restaurante de alta gama.,sesgo_genero_masculino,"Se reemplazó 'camarero' por 'personal de sala' para evitar el uso del masculino genérico, manteniendo las habilidades requeridas.",0,,,
Se solicita vendedor con experiencia en software empresarial y cartera de clientes.,Se solicita profesional de ventas con experiencia en software empresarial y gestión de cartera de clientes.,sesgo_genero_masculino,Se reemplaza 'vendedor' por 'profesional de ventas' para eliminar la referencia de género sin cambiar los requisitos técnicos.,0,,,
"Se requiere médico para guardias rotativas, imprescindible disponibilidad nocturna.",Se requiere personal médico para guardias rotativas; es imprescindible disponibilidad nocturna.,sesgo_genero_masculino,Se sustituye 'médico' por 'personal médico' (término colectivo/neutro) para incluir a todas las personas con la cualificación.,0,,,
Buscamos maestro de obra con experiencia en estructuras de hormigón.,Buscamos responsable de obra con experiencia en estructuras de hormigón.,sesgo_genero_masculino,"Se cambia 'maestro de obra' por 'responsable de obra', un título neutro que conserva la responsabilidad técnica.",0,,,
Se necesita secretario con dominio de Office y gestión de agendas.,Se necesita asistente administrativo/a con dominio de Office y gestión de agendas.,sesgo_genero_masculino,Se usa desdoblamiento moderado 'asistente administrativo/a' para eliminar el masculino genérico y mantener claridad sobre el puesto.,0,,,
Buscamos contador senior que lidere el cierre mensual y reporte a dirección.,Buscamos profesional contable senior que lidere el cierre mensual y reporte a la dirección.,sesgo_genero_masculino,Se reemplaza 'contador' por 'profesional contable' para una formulación neutra que conserva las funciones técnicas.,0,,,
"Se necesita profesor de matemáticas para primaria, con vocación y experiencia.","Se necesita docente de matemáticas para primaria, con vocación y experiencia.",sesgo_genero_masculino,"Se sustituye 'profesor' por 'docente', término inclusivo que evita el masculino genérico sin alterar el requisito.",0,,,
Seleccionamos community manager que gestione redes sociales y campañas.,Seleccionamos persona responsable de gestión de comunidades digitales que gestione redes sociales y campañas.,sesgo_genero_masculino,Se evita el anglicismo y el rol con connotación masculina usando una descripción neutra del puesto y sus responsabilidades.,0,,,
Se busca técnico de mantenimiento con experiencia en instalaciones eléctricas.,Se busca personal técnico de mantenimiento con experiencia en instalaciones eléctricas.,sesgo_genero_masculino,Se usa 'personal técnico' en lugar de 'técnico' para neutralizar el lenguaje de género sin alterar la experiencia requerida.,0,,,
Buscamos un desarrollador senior con 5 años de experiencia en Java y microservicios. El candidato deberá liderar el equipo técnico.,Buscamos profesional de desarrollo senior con 5 años de experiencia en Java y microservicios. La persona seleccionada deberá liderar el equipo técnico.,sesgo_genero_masculino,Se reemplazó el sustantivo y el masculino genérico por expresiones neutras ('profesional' y 'persona seleccionada') manteniendo los requisitos técnicos.,0,,,
Se necesita camionero con licencia C. El candidato hará rutas nacionales.,Se necesita conductor de vehículo pesado con licencia C. La persona seleccionada realizará rutas nacionales.,sesgo_genero_masculino,Se sustituyó 'camionero' por la expresión neutra 'conductor de vehículo pesado' y se eliminó 'el candidato' por una fórmula inclusiva.,0,,,
Se necesita jefe de operaciones con experiencia en logística. El jefe coordinará al equipo de almacén.,Se necesita jefatura de operaciones con experiencia en logística. La persona responsable coordinará al equipo de almacén.,sesgo_genero_masculino,Se reemplazó 'jefe' por 'jefatura' y se usó lenguaje neutral 'la persona responsable' en lugar del masculino.,0,,,
Buscamos un community manager creativo. El candidato debe gestionar redes sociales y campañas.,Se busca persona encargada de community management con perfil creativo. La persona seleccionada debe gestionar redes sociales y campañas.,sesgo_genero_masculino,Se evitó el artículo masculino ('un') y se usó 'persona encargada' para neutralizar el lenguaje sin alterar las responsabilidades.,0,,,
"Buscamos community manager, preferentemente mujer, para empatizar con audiencia joven.",Buscamos community manager capaz de conectar con audiencias jóvenes; se valorará experiencia y habilidades comunicativas.,sesgo_genero_femenino,Se eliminó la preferencia por género y se puso énfasis en las competencias para empatizar con la audiencia.,1,,,
Hostal solicita camarera con experiencia en servicio de habitaciones y limpieza.,Hostal solicita persona para servicio de habitaciones con experiencia en atención al huésped y limpieza.,sesgo_genero_femenino,Se evitó el término femenino 'camarera' usando una descripción neutral del puesto y preservando las funciones.,1,,,
"Empresa financiera contrata analista contable mujer, disponible para viajes nacionales.",Empresa financiera contrata analista contable disponible para viajes nacionales. La persona seleccionada deberá tener experiencia en contabilidad y disponibilidad para viajar.,sesgo_genero_femenino,Se eliminó la exigencia de género 'mujer' y se mantuvieron los requisitos técnicos y de disponibilidad.,1,,,
Se necesita conductora de camión para reparto local con carnet C y experiencia en rutas urbanas.,Se necesita persona conductora de camión para reparto local con carnet C y experiencia en rutas urbanas.,sesgo_genero_femenino,Se convirtió la forma femenina en una construcción neutral ('persona conductora') preservando el requisito del carnet y la experiencia.,1,,,
Buscamos community manager (exclusivamente mujeres) para gestionar redes sociales y atención a la comunidad.,Buscamos profesional de community management para gestionar redes sociales y atención a la comunidad. La persona seleccionada debe tener experiencia en gestión de comunidades y creación de contenidos.,sesgo_genero_femenino,Se eliminó la restricción de género y se usó un término neutral que conserva las responsabilidades y requisitos del puesto.,1,,,
Buscamos una desarrolladora full-stack con 3 años de experiencia en JavaScript y React.,Buscamos profesional de desarrollo full-stack con 3 años de experiencia en JavaScript y React. La persona seleccionada deberá...,sesgo_genero_femenino,Se elimina la referencia de género ('desarrolladora') y se usa un término neutro que mantiene el requisito técnico.,1,,,
Se necesita vendedora con don de gentes y experiencia en captación de clientes.,Se necesita profesional de ventas con don de gentes y experiencia en captación de clientes. La persona seleccionada deberá...,sesgo_genero_femenino,Se reemplaza 'vendedora' por un término neutro que conserva las responsabilidades comerciales.,1,,,
"Contratamos enfermera para unidad de cuidado intensivo, imprescindible ser mujer.",Contratamos personal de enfermería para unidad de cuidados intensivos. La persona seleccionada deberá contar con la titulación y experiencia necesarias.,sesgo_genero_femenino,Se elimina la exigencia de género y se mantiene el requisito de formación y experiencia clínica.,1,,,
Se busca oficial de obra (preferiblemente mujer) para trabajo en obra civil.,"Se busca oficial de obra para trabajo en obra civil. La persona seleccionada deberá tener experiencia en obra, manejo de herramientas y cumplimiento de normas de seguridad.",sesgo_genero_femenino,Se elimina la preferencia por mujeres y se especifican las competencias técnicas requeridas.,1,,,
Se necesita secretaria con buena presencia y trato amable.,Se necesita asistente administrativo con excelente trato al cliente y habilidades de organización.,sesgo_genero_femenino,Se reemplaza 'secretaria' por 'asistente administrativo' para neutralizar el género y conservar las funciones administrativas.,1,,,
"Buscamos profesora de primaria para reemplazo, idealmente joven y dinámica.",Buscamos docente de primaria para reemplazo. La persona seleccionada deberá contar con la titulación docente y habilidades para trabajar con niños.,sesgo_genero_femenino,Se evita la forma femenina y la mención de edad; se enfoca en la titulación y competencias pedagógicas.,1,,,
Se busca community manager (mujer) para gestionar redes sociales y contenido visual.,Se busca community manager para gestionar redes sociales y contenido visual. La persona seleccionada deberá tener experiencia en estrategia digital y creación de contenido.,sesgo_genero_femenino,Se elimina la indicación de género y se mantienen los requisitos de experiencia y habilidades digitales.,1,,,
Se solicita azafata de eventos con presencia y don de palabra.,Se solicita personal de atención y protocolo para eventos con buena presencia y habilidades comunicativas.,sesgo_genero_femenino,Se neutraliza el término 'azafata' en favor de una descripción de funciones que no indica género.,1,,,
Se requiere cajera para atención en caja y cierre diario.,"Se requiere persona encargada de caja para atención al cliente y cierre diario, con experiencia en manejo de efectivo y sistemas TPV.",sesgo_genero_femenino,Se evita la forma femenina 'cajera' usando una descripción del puesto que conserva las tareas y requisitos técnicos.,1,,,
"Se busca operaria de línea de producción, se valorará paciencia y trabajo en equipo.",Se busca personal de producción para línea de montaje; se valorarán la capacidad de trabajo en equipo y la atención al detalle.,sesgo_genero_femenino,Se reemplaza 'operaria' por un término inclusivo que mantiene los criterios de aptitud y competencias.,1,,,
Buscamos desarrolladora frontend con 3 años de experiencia en React y diseño responsive.,Buscamos profesional de frontend con 3 años de experiencia en React y diseño responsive.,sesgo_genero_femenino,Se sustituyó el término femenino por un sustantivo profesional neutro que mantiene el requisito técnico.,1,,,
Se necesita vendedora con experiencia en atención al cliente y metas mensuales cumplidas.,Se necesita profesional de ventas con experiencia en atención al cliente y cumplimiento de metas mensuales.,sesgo_genero_femenino,Se reemplazó la referencia a un género concreto por una expresión neutra centrada en la función.,1,,,
Se busca profesora de primaria para el próximo curso. La docente será responsable de la planificación y evaluación.,Se busca docente de primaria para el próximo curso. La persona seleccionada será responsable de la planificación y evaluación.,sesgo_genero_femenino,"Se reemplazó la forma femenina ('profesora', 'docente' femenina) por 'docente' y 'persona seleccionada' para neutralidad sin cambiar las tareas.",1,,,
Necesitamos secretaria para gestión de agendas y atención telefónica. La candidata deberá tener buena presencia.,Necesitamos persona asistente administrativa para gestión de agendas y atención telefónica. La persona seleccionada deberá tener presentación profesional y habilidades de comunicación.,sesgo_genero_femenino,Se reemplazó 'secretaria' y 'candidata' por términos neutrales y se sustituyó 'buena presencia' por 'presentación profesional'.,1,,,
Se requiere oficial de obra (mujer) para trabajos de albañilería y manejo de herramientas.,Se requiere personal de obra para trabajos de albañilería y manejo de herramientas. La persona seleccionada debe tener experiencia en obra y manejo de herramientas.,sesgo_genero_femenino,Se eliminó la especificación de género '(mujer)' y se usó una denominación inclusiva manteniendo las responsabilidades técnicas.,1,,,
Se necesita enfermera para turno nocturno. La enfermera deberá administrar medicación y asistir al médico.,Se necesita profesional de enfermería para turno nocturno. La persona seleccionada deberá administrar medicación y asistir al equipo médico.,sesgo_genero_femenino,Se sustituyó 'enfermera' por 'profesional de enfermería' y se neutralizó el complemento para no indicar género.,1,,,
Buscamos diseñadora gráfica creativa para campañas digitales.,Buscamos profesional del diseño gráfico creativo para campañas digitales.,sesgo_genero_femenino,Se reemplaza el título en femenino por una denominación neutral sin alterar la función creativa.,1,,,
Se busca conductora para reparto con disponibilidad horaria.,Se busca personal de reparto con disponibilidad horaria y carnet de conducir.,sesgo_genero_femenino,Se elimina la referencia de género y se mantiene el requisito práctico del carnet y la disponibilidad.,1,,,
"Se necesita camarera para restaurante de alta gama, con buena presencia.","Se necesita personal de sala para restaurante de alta gama, con excelente atención al cliente.",sesgo_genero_femenino,Se sustituye el título en femenino por un término neutral y se centra en la competencia de atención al cliente.,1,,,
Contratamos contadora con experiencia en cierre mensual y manejo de IRPF.,Se contrata persona responsable de contabilidad con experiencia en cierre mensual y manejo de IRPF.,sesgo_genero_femenino,Se neutraliza el título manteniendo los requisitos técnicos y la responsabilidad contable.,1,,,
Buscamos una desarrolladora backend con 5 años de experiencia en Java y liderazgo de equipos.,Buscamos profesional de desarrollo backend con 5 años de experiencia en Java y experiencia liderando equipos.,sesgo_genero_femenino,Se eliminó la forma femenina 'desarrolladora' y se sustituyó por un sustantivo neutro que mantiene los requisitos técnicos.,1,,,
Se busca vendedora con excelente presencia para atención al cliente y cierre de ventas.,Se busca persona para ventas con excelentes habilidades de comunicación y experiencia en cierre de ventas.,sesgo_genero_femenino,"Se suprimió 'vendedora' y el énfasis en la apariencia, reemplazándolo por competencias relevantes para el puesto.",1,,,
"Se necesita enfermera para turno nocturno, con título y experiencia en UCI.","Se necesita profesional de enfermería para turno nocturno, con titulación y experiencia en UCI.",sesgo_genero_femenino,Se reemplazó la palabra de género 'enfermera' por un término neutral que conserva los requisitos formativos y de experiencia.,1,,,
Se solicita enfermera para turno nocturno con experiencia en cuidados intensivos.,Se solicita personal de enfermería para turno nocturno con experiencia en cuidados intensivos.,sesgo_genero_femenino,Se uso un término colectivo/neutro ('personal de enfermería') que conserva la especialidad y el turno.,1,,,
Solicitamos encargada de obra con conocimientos en gestión de equipos y normativa de seguridad.,Se solicita responsable de obra con conocimientos en gestión de equipos y normativa de seguridad.,sesgo_genero_femenino,Se neutralizó el género de 'encargada' a un término profesional neutro sin alterar las responsabilidades técnicas.,1,,,
"Camarera para restaurante de alta gama, se valora buena presencia y trato amable.","Se busca personal de sala para restaurante de alta gama, con presentación profesional y habilidades de atención al cliente.",sesgo_genero_femenino,"Se eliminó 'camarera' y la referencia coloquial a la apariencia, enfocando la descripción en habilidades relevantes.",1,,,
Se necesita profesora de infantil para cuidado y enseñanza de niños de 3 a 5 años.,Se necesita docente de educación infantil para atención y enseñanza de niños de 3 a 5 años.,sesgo_genero_femenino,"Se neutralizó el género del título profesional ('profesora') usando 'docente', conservando las tareas educativas.",1,,,
Buscamos community manager mujer con experiencia en redes y buen manejo de imagen personal.,Buscamos community manager con experiencia en gestión de redes y creación de contenido; se valorará portfolio.,sesgo_genero_femenino,"Se eliminó la indicación de género y la referencia a la imagen personal, centrándose en la experiencia y el portfolio.",1,,,
Se solicita conductora con carnet C para reparto urbano.,Se solicita persona conductora con licencia C para reparto urbano.,sesgo_genero_femenino,Se cambió la forma femenina 'conductora' por una expresión neutral que mantiene el requisito de licencia.,1,,,
Buscamos contadora responsable de conciliaciones y cierre mensual.,Buscamos profesional de contabilidad responsable de conciliaciones y cierre mensual.,sesgo_genero_femenino,Se sustituyó 'contadora' por un término neutro que preserva las responsabilidades contables del puesto.,1,,,
Se busca programadora con 3 años de experiencia en Java. La candidata debe dominar Spring y trabajar en equipo.,Se busca profesional de desarrollo con 3 años de experiencia en Java. La persona seleccionada debe dominar Spring y trabajar en equipo.,sesgo_genero_femenino,"Se eliminó la forma femenina específica ('programadora', 'candidata') y se usó un sustantivo neutro que mantiene el requisito técnico.",1,,,
Empresa de retail necesita vendedora para atención en tienda. Se valorará que la solicitante tenga buen trato con clientes.,Empresa de retail necesita profesional de ventas para atención en tienda. La persona seleccionada deberá tener buen trato con clientes.,sesgo_genero_femenino,"Se reemplazó la referencia a género femenino ('vendedora', 'solicitante') por un término neutral que conserva la responsabilidad.",1,,,
Se requiere secretaria administrativa con manejo avanzado de Excel y atención telefónica.,Se requiere persona asistente de administración con manejo avanzado de Excel y atención telefónica.,sesgo_genero_femenino,Se sustituyó 'secretaria' por una denominación neutra que mantiene las competencias solicitadas.,1,,,
Se busca albañila con experiencia en colocación de ladrillo y lectura de planos.,Se busca personal de obra con experiencia en colocación de ladrillo y lectura de planos.,sesgo_genero_femenino,Se sustituyó la forma femenina por una denominación de oficio neutra que mantiene las responsabilidades técnicas.,1,,,
"Necesitamos secretaria para atención telefónica, gestión de agendas y archivo.","Necesitamos persona encargada de administración para atención telefónica, gestión de agendas y archivo.",sesgo_genero_femenino,Se cambió el título de puesto femenino por una descripción neutra del rol administrativo conservando las tareas.,1,,,
Buscamos community manager (mujer) para gestionar redes sociales y elaborar informes semanales.,Buscamos community manager para gestionar redes sociales y elaborar informes semanales.,sesgo_genero_femenino,Se eliminó la especificación de género y se mantuvieron las responsabilidades del puesto.,1,,,
Se solicita camarera para restaurante con alta rotación y atención a eventos privados.,Se solicita personal de sala para restaurante con alta rotación y atención a eventos privados.,sesgo_genero_femenino,"Se utilizó un sustantivo colectivo neutral en lugar de la referencia femenina, manteniendo las tareas de servicio requeridas.",1,,,
Se necesita niñera para cuidado de dos menores por las tardes.,Se necesita persona cuidadora infantil para cuidado de dos menores por las tardes.,sesgo_genero_femenino,Se sustituyó la denominación femenina por una expresión neutral que conserva la función de cuidado y el horario.,1,,,
Se busca operaria para línea de montaje con experiencia en control de calidad.,Se busca persona operadora de línea de montaje con experiencia en control de calidad.,sesgo_genero_femenino,Se eliminó la forma femenina y se empleó un término neutral que mantiene la competencia técnica exigida.,1,,,
Se necesita conductora con licencia C para reparto urbano.,Se necesita persona conductora con licencia C para reparto urbano.,sesgo_genero_femenino,"Se neutralizó la referencia de género usando 'persona conductora', conservando el requisito de licencia y la función.",1,,,
Buscamos una desarrolladora front-end con experiencia en React y CSS moderno.,Buscamos profesional de desarrollo front-end con experiencia en React y CSS moderno. La persona seleccionada deberá...,sesgo_genero_femenino,Se reemplazó el sustantivo femenino por un término neutro ('profesional de desarrollo') y se mantuvieron los requisitos técnicos.,1,,,
Se necesita cajera con simpatía y buena presencia para atención al público.,Se necesita persona para caja con simpatía y excelente trato al cliente para atención al público.,sesgo_genero_femenino,Se eliminó el sustantivo femenino específico y se usó una formulación neutra centrada en las funciones y habilidades.,1,,,
